Marca,Modelo,Variante,Descripcion,Sinonimo
DONGFENG,ZNA,ZNA,AMORTIGUADORES DELANTERO  4X2 ACEITE,"amortiguador, suspension, shocks"
DONGFENG,ZNA,ZNA,AMORTIGUADORES DELANTERO 4X4,"amortiguador, suspension, shocks"
DONGFENG,ZNA,ZNA,AMORTIGUADORES DELANTERO 4X4 ACEITE,"amortiguador, suspension, shocks"
DONGFENG,ZNA,ZNA,AMOTIGUADOR TRASERO 4X4,"amortiguador, suspension, shock"
DONGFENG,ZNA,ZNA,AMOTIGUADOR TRASERO 4X4 ACEITE,"amortiguador, suspension, shock"
DONGFENG,ZNA,ZNA,ANILLOS 0.25/010,"aros de piston, rines de piston, segmentos"
DONGFENG,ZNA,ZNA,ANILLOS 0.50/020,"aros de piston, rines de piston, segmentos"
DONGFENG,ZNA,ZNA,ANILLOS 0.75/030,"aros de piston, rines de piston, segmentos"
DONGFENG,ZNA,ZNA,ANILLOS STD,"aros de piston, rines de piston, segmentos"
DONGFENG,ZNA,ZNA,ARRANQUE DE MOTOR,"motor de arranque, marcha, burro de arranque, swich de arranque"
DONGFENG,ZNA,ZNA,AXIALES STD,"rotulas axiales, terminales axiales"
DONGFENG,ZNA,ZNA,BALLESTA DE ZNA 4X2,"muelle, resorte de ballesta"
DONGFENG,ZNA,ZNA,BALLESTA DE ZNA 4X4,"muelle, resorte de ballesta"
DONGFENG,ZNA,ZNA,BANDAS DE FRENO 4X4,"bandas de freno de mano, cintas de freno de mano"
DONGFENG,ZNA,ZNA,BARRA DE DIRECCION CON MUÑON  4X2 P2700,"barra de direccion, terminal de direccion largo"
DONGFENG,ZNA,ZNA,BARRA DE DIRECCION CON MUÑON CURVA  4X4 2W300,"barra de direccion, terminal de direccion largo"
DONGFENG,ZNA,ZNA,BASE DE CAJA 4X2,"base de caja de velocidades, soporte de caja"
DONGFENG,ZNA,ZNA,BASE DE CAJA 4X4,"base de caja de velocidades, soporte de caja"
DONGFENG,ZNA,ZNA,BASE DE MOTOR 4X2 4X4,"soporte de motor, cuna de motor, taco de motor"
DONGFENG,ZNA,ZNA,BOBINA DE ENCENDIDO,"bobina de encendido, coil"
DONGFENG,ZNA,ZNA,BOMBA DE ACEITE,bomba de aceite del motor
DONGFENG,ZNA,ZNA,BOMBA DE ACEITE ORIGINAL,bomba de aceite del motor
DONGFENG,ZNA,ZNA,BOMBA DE AGUA,"bomba de agua, bomba del radiador"
DONGFENG,ZNA,ZNA,BOMBA DE DIRECCION,bomba de direccion hidraulica
DONGFENG,ZNA,ZNA,BOMBA DE FRENO CON ENVASE,"bomba de freno, cilindro maestro de freno"
DONGFENG,ZNA,ZNA,BOMBA DE GASOLINA,"bomba de gasolina, bomba de combustible"
DONGFENG,ZNA,ZNA,BOMBIN SUPERIOR,"bombin superior de embrague, cilindro maestro de clutch"
DONGFENG,ZNA,ZNA,BOMBIN INFERIOR,"bombin inferior de embrague, cilindro esclavo"
DONGFENG,ZNA,ZNA,BRAZO DE BIELA,"brazo de suspension, brazo axial, biela"
DONGFENG,ZNA,ZNA,BRAZO LOCO 4X2,"brazo de suspension, brazo axial, biela"
DONGFENG,ZNA,ZNA,BRAZO LOCO 4X4,"brazo de suspension, brazo axial, biela"
DONGFENG,ZNA,ZNA,BRAZO PITMA 4X4,"brazo de suspension, brazo axial, biela"
DONGFENG,ZNA,ZNA,BUCHE DE GUARDAFANGO DELANTERO DERECHO,"mangueras del sistema, manguera de admision"
DONGFENG,ZNA,ZNA,BUCHE DE GUARDAFANGO DELANTERO IZQUIERDO,"mangueras del sistema, manguera de admision"
DONGFENG,ZNA,ZNA,BUCHE DE GUARDAFANGO TRASERO DERECHO,"mangueras del sistema, manguera de admision"
DONGFENG,ZNA,ZNA,BUCHE DE GUARDAFANGO TRASERO IZQUIERDO,"mangueras del sistema, manguera de admision"
DONGFENG,ZNA,ZNA,BUCHE DE PARACHOQUE DELANTERO DERECHO,"mangueras del sistema, manguera de admision"
DONGFENG,ZNA,ZNA,BUCHE DE PARACHOQUE DELANTERO IZQUIERDO,"mangueras del sistema, manguera de admision"
DONGFENG,ZNA,ZNA,BUJE DE BALLESTA GRANDE 2 UND,"bujes, buches, goma de suspension, silentblock"
DONGFENG,ZNA,ZNA,BUJE DE BALLESTA PEQUEÑO 2 UND,"bujes, buches, goma de suspension, silentblock"
DONGFENG,ZNA,ZNA,BUJE DE BARRA ESTABILIZADORA 4X2,"bujes, buches, goma de suspension, silentblock"
DONGFENG,ZNA,ZNA,BUJE DE BARRA ESTABILIZADORA 4X4,"bujes, buches, goma de suspension, silentblock"
DONGFENG,ZNA,ZNA,BUJE DE MESETA INFERIOR 4X2,"bujes, buches, goma de suspension, silentblock"
DONGFENG,ZNA,ZNA,BUJE DE MESETA INFERIOR 4X4,"bujes, buches, goma de suspension, silentblock"
DONGFENG,ZNA,ZNA,BUJE DE MESETA SUPERIOR 4X2 4X4,"bujes, buches, goma de suspension, silentblock"
DONGFENG,ZNA,ZNA,BUJIAS NGK (4 UNIDADES),"bujia, candelas, candela"
DONGFENG,ZNA,ZNA,BUJIAS NGK (4 UNIDADES),"bujia, candelas, candela"
DONGFENG,ZNA,ZNA,BUJIAS DENSO CAJA AMARILLA (4 UND PUNTA IRIDIUM ),"bujia, candelas, candela"
DONGFENG,ZNA,ZNA,BUJIAS DENSO CAJA AZUL (4 UND PUNTA IRIDIUM),"bujia, candelas, candela"
DONGFENG,ZNA,ZNA,BUJIAS TORCH 3 PUNTAS (4 UNIDADES),"bujia, candelas, candela"
DONGFENG,ZNA,ZNA,CABLES DE BUJIA,"cables de bujias, cableado de encendido"
DONGFENG,ZNA,ZNA,CAJETIN DE DIRECCION 4X4,"caja de direccion, cremallera de direccion"
DONGFENG,ZNA,ZNA,CAMARA COMPLETA,"camara de aire, tripa"
DONGFENG,ZNA,ZNA,CARCAZA CON FILTRO AIRE DE MOTOR,"carcasa, cubierta"
DONGFENG,ZNA,ZNA,CERRADURA DE GUANTERA,"chapa, seguro"
DONGFENG,ZNA,ZNA,CHAPALETA DE GUARDABARROS DELANTERO DERECHO 4X4,"valvula chapaleta, mariposa de admision"
DONGFENG,ZNA,ZNA,CHAPALETA DE GUARDABARROS DELANTERO IZQUIERDO 4X4,"valvula chapaleta, mariposa de admision"
DONGFENG,ZNA,ZNA,CHAPALETA DE GUARDABARROS TRASERO DERECHO 4X4,"valvula chapaleta, mariposa de admision"
DONGFENG,ZNA,ZNA,CHAPALETA DE GUARDABARROS TRASERO IZQUIERDO 4X4,"valvula chapaleta, mariposa de admision"
DONGFENG,ZNA,ZNA,CHUMACERA DE CARDAN 4X2,"chumasera, rodamiento de chumacera, soporte con rodamiento"
DONGFENG,ZNA,ZNA,CHUMACERA DE CARDAN 4X4,"chumasera, rodamiento de chumacera, soporte con rodamiento"
DONGFENG,ZNA,ZNA,CIGÜEÑAL,"ciguenal, eje cigueñal, crankshaft"
DONGFENG,ZNA,ZNA,CILINDRO DE FRENO TRASERO 4X2 4X4,cilindro de freno
DONGFENG,ZNA,ZNA,COCUYO DE GUARDAFANGO,"luz lateral, cocuyo de guardafango, marker light"
DONGFENG,ZNA,ZNA,COLLARIN DE CROCHET,"rodamiento de embrague, collarin de clutch"
DONGFENG,ZNA,ZNA,COMPLEMENTO DE FARO DERECHO,"complemento de faro, luz complementaria"
DONGFENG,ZNA,ZNA,COMPLEMENTO DE FARO IZQUIERDO,"complemento de faro, luz complementaria"
DONGFENG,ZNA,ZNA,COMPRESOR AIRE/AC,"compresor de aire acondicionado, compresor ac"
DONGFENG,ZNA,ZNA,COMPUTADORA,"computdora, ecu, modulo de control, cerebro del carro"
DONGFENG,ZNA,ZNA,CONCHAS DE BANCADA 0.25/010,"concha, cojinetes, metales de bancada, metales de biela"
DONGFENG,ZNA,ZNA,CONCHAS DE BANCADA 0.50/020,"concha, cojinetes, metales de bancada, metales de biela"
DONGFENG,ZNA,ZNA,CONCHAS DE BANCADA STD,"concha, cojinetes, metales de bancada, metales de biela"
DONGFENG,ZNA,ZNA,CONCHAS DE BIELA 0.50/020,"concha, cojinetes, metales de bancada, metales de biela"
DONGFENG,ZNA,ZNA,CONCHAS DE BIELA STD,"concha, cojinetes, metales de bancada, metales de biela"
DONGFENG,ZNA,ZNA,CONCHAS DE BILEA 0.25/010,"concha, cojinetes, metales de bancada, metales de biela"
DONGFENG,ZNA,ZNA,CONDENSADOR AIRE ACONDICINADO,"condensador de aire acondicionado, radiador de ac"
DONGFENG,ZNA,ZNA,CONJUNTO VALVULA BOMBA DE FRENO 4X2,conjunto de valvula de bomba de freno
DONGFENG,ZNA,ZNA,CONJUNTO VALVULA BOMBA DE FRENO 4X4,conjunto de valvula de bomba de freno
DONGFENG,ZNA,ZNA,CONMUTADOR DE ENCENDIDO,"comutador, switch de luces, interruptor de luces"
DONGFENG,ZNA,ZNA,CORREA DE ALTERNADOR 5PK865,"correo, banda, faja"
DONGFENG,ZNA,ZNA,CORREA DE DIRECCION V13X1120,"correo, banda, faja"
DONGFENG,ZNA,ZNA,CORREA DEL COMPRESOR 4PK940,"correo, banda, faja"
DONGFENG,ZNA,ZNA,CRUCETA DE CARDAN GRANDE  30*88 RETEN INTERNO,"cruceta cardan, universal joint"
DONGFENG,ZNA,ZNA,CRUCETA DE CARDAN PEQUEÑA 27*72 RETEN INTERNO,"cruceta cardan, universal joint"
DONGFENG,ZNA,ZNA,DAMPER DE CIGUEÑAL,"dampe, polea amortiguadora, polea cigueñal"
DONGFENG,ZNA,ZNA,DISCO DE CROCHET,disco de freno
DONGFENG,ZNA,ZNA,DISCO DE FRENO 4X4,disco de freno
DONGFENG,ZNA,ZNA,DISCO DE FRENO 4X2,disco de freno
DONGFENG,ZNA,ZNA,ELECTROVENTILADOR,"electro, ventilador electrico, abanico electrico"
DONGFENG,ZNA,ZNA,EMPACADURA DE CAMARA,"empacadula, junta de motor, empaque"
DONGFENG,ZNA,ZNA,EMPACADURA DE TAPA VALVULA,"empacadula, junta de motor, empaque"
DONGFENG,ZNA,ZNA,ENVASE DE REFRIGERANTE MODELO QUE APLICA,"deposito de refrigerante, tanque de refrigerante"
DONGFENG,ZNA,ZNA,ESTOPERA DELANTERA DE CIGÜEÑAL,"estopela, reten, sello de aceite"
DONGFENG,ZNA,ZNA,ESTOPERA TRASERA DE CIGÜEÑAL,"estopela, reten, sello de aceite"
DONGFENG,ZNA,ZNA,FARO DELANTERO DERECHO MODELO NUEVO (LED),"luz delantera, optico"
DONGFENG,ZNA,ZNA,6+,
DONGFENG,ZNA,ZNA,FILTRO AIRE DE MOTOR,"fitro, filtro de aceite, filtro de aire, filtro de gasolina"
DONGFENG,ZNA,ZNA,FILTRO DE ACEITE,"fitro, filtro de aceite, filtro de aire, filtro de gasolina"
DONGFENG,ZNA,ZNA,FILTRO DE GASOLINA,"fitro, filtro de aceite, filtro de aire, filtro de gasolina"
DONGFENG,ZNA,ZNA,FLOTANTE DE GASOLINA,"flotatante, sensor de nivel, boya de gasolina"
DONGFENG,ZNA,ZNA,GEMELO DE BALLESTA,"gemelo de ballesta, grillete"
DONGFENG,ZNA,ZNA,GOMAS DE LA PCV 5 UND,"goma, bujes, empaques de goma"
DONGFENG,ZNA,ZNA,"GOMAS DE PARACHOQUE TRASERO ( 1 GRANDE, 1 PEQUEÑA)","goma, bujes, empaques de goma"
DONGFENG,ZNA,ZNA,GORROS DE VALVULAS,"tapas de ruedas, gorros de rueda"
DONGFENG,ZNA,ZNA,GUARDA BARROS DELANTERO DERECHO,"guardapolvo, fuelle"
DONGFENG,ZNA,ZNA,GUARDA BARROS DELANTERO IZQUIERDO,"guardapolvo, fuelle"
DONGFENG,ZNA,ZNA,GUAYA DE ACELERACION,"cable del acelerador, guaya del acelerador"
DONGFENG,ZNA,ZNA,HORQUILLA DE COLLARIN,"horquilla de suspension, brazo inferior"
DONGFENG,ZNA,ZNA,INYECTOR DE GASOLINA,"inyetor, inyector de gasolina, boquilla"
DONGFENG,ZNA,ZNA,KIT DE CROCHET KG,"kit de embrague, kit de clutch"
DONGFENG,ZNA,ZNA,KIT DE EMPACADURA,kit de empacadura de motor con estopera
DONGFENG,ZNA,ZNA,KIT REPARACION DE CAJETIN 4X2,kit de reparacion
DONGFENG,ZNA,ZNA,KIT DE REPARACION DE CAJETIN 4X4,kit de reparacion
DONGFENG,ZNA,ZNA,KIT DE TERMINALES COMPLETO 4X2 (EL PAR),kit de terminales de direccion
DONGFENG,ZNA,ZNA,KIT DE TERMINALES COMPLETO 4X4 (EL PAR),kit de terminales de direccion
DONGFENG,ZNA,ZNA,KIT DE TIEMPO,kit de tiempo o distribucion
DONGFENG,ZNA,ZNA,LAPIZ CORTO 4X4,"sensor lapiz, sonda"
DONGFENG,ZNA,ZNA,LAPIZ LAGO 4X2,"sensor lapiz, sonda"
DONGFENG,ZNA,ZNA,LOGO DE PARRILLA,"emblema de parrilla, insignia de rejilla"
DONGFENG,ZNA,ZNA,MANDO ELEVAVIDRIO DERECHO,"control remoto, mando a distancia"
DONGFENG,ZNA,ZNA,MANDO ELEVAVIDRIO IZQUIERDO,"control remoto, mando a distancia"
DONGFENG,ZNA,ZNA,MANGUERA ACORDEON AIRE DE MOTOR,"manguera de fuelle, manguera flexible acordeon"
DONGFENG,ZNA,ZNA,MANGUERA DE CALIPER DELANTERA DERECHA 4X2 46210-3S410,manguera de freno del caliper
DONGFENG,ZNA,ZNA,MANGUERA DE CALIPER DELANTERA IZQUIERDA 4X2 46211-3S410,manguera de freno del caliper
DONGFENG,ZNA,ZNA,MANGUERA DE CALIPER DELANTERA DERECHA 4X4 46210-2S600,manguera de freno del caliper
DONGFENG,ZNA,ZNA,MANGUERA DE CALIPER DELANTERA IZQUIERDA 4X4 46210-2S600,manguera de freno del caliper
DONGFENG,ZNA,ZNA,MANILLA DE COMPUERTA TRASERA,"manija, agarradera, manilla de puerta"
DONGFENG,ZNA,ZNA,MANILLA DELANTERA EXTERNA DERECHA,"manija, agarradera, manilla de puerta"
DONGFENG,ZNA,ZNA,MANILLA DELANTERA EXTERNA IZQUIERDA,"manija, agarradera, manilla de puerta"
DONGFENG,ZNA,ZNA,MANILLA INTERNA DERECHA,"manija, agarradera, manilla de puerta"
DONGFENG,ZNA,ZNA,MANILLA INTERNA IZQUIERDA,"manija, agarradera, manilla de puerta"
DONGFENG,ZNA,ZNA,MESETA SUPERIOR DERECHA 4X4,"plato de clutch, meseta de embrague"
DONGFENG,ZNA,ZNA,MESETA SUPERIOR IZQUIERDA 4X4,"plato de clutch, meseta de embrague"
DONGFENG,ZNA,ZNA,MESETA INFERIOR DERECHA 4X2,"plato de clutch, meseta de embrague"
DONGFENG,ZNA,ZNA,MESETA INFERIOR IZQUIERDA 4X2,"plato de clutch, meseta de embrague"
DONGFENG,ZNA,ZNA,MOZO O CUBO DE REUEDA 4X4,"rotula, terminal de direccion"
DONGFENG,ZNA,ZNA,MOZO O CUBO DE REUEDA 4X2,"rotula, terminal de direccion"
DONGFENG,ZNA,ZNA,MUÑON INFERIOR 4X2  2C410,"muñon inf, porta mazas inferior"
DONGFENG,ZNA,ZNA,MUÑON INFERIOR 4X4 3S600,"muñon inf, porta mazas inferior"
DONGFENG,ZNA,ZNA,"MUÑON SUPERIOR 4X4 4X2 01G00 MEDIDA 51,50MM",porta mazas superior
DONGFENG,ZNA,ZNA,ODOMETRO DE VELOCIDAD,"tablero, cuentakilometros"
DONGFENG,ZNA,ZNA,PARACHOQUE INFERIOR,"parachoques, defensa, bumper, bumera"
DONGFENG,ZNA,ZNA,PARACHOQUE TRASERO,"parachoques, defensa, bumper, bumera"
DONGFENG,ZNA,ZNA,PARRILLA DELANTERA MODELO NUEVO,"rejilla frontal, grill"
DONGFENG,ZNA,ZNA,PASTILLAS DE FRENO,"balatas, pastilla de freno"
DONGFENG,ZNA,ZNA,PILA DE GASOLINA 2068 MARCA DENSO,"bateria, acumulador"
DONGFENG,ZNA,ZNA,PILA DE GASOLINA BOSCH 2068 UNIVERSAL,"bateria, acumulador"
DONGFENG,ZNA,ZNA,PISTONES STD,"piston, embolos"
DONGFENG,ZNA,ZNA,PISTONES 0.25/010,"piston, embolos"
DONGFENG,ZNA,ZNA,PISTONES 050/020,"piston, embolos"
DONGFENG,ZNA,ZNA,PISTON 0.75/030,"pistones, embolo"
DONGFENG,ZNA,ZNA,PLATO DE CROCHET,"plato de embrague, plato de clutch"
DONGFENG,ZNA,ZNA,POLEA ACANALADA,"polea de correa, polea de alternador"
DONGFENG,ZNA,ZNA,POLEA TENSORA CORREA DE DIRECCION,"polea de correa, polea de alternador"
DONGFENG,ZNA,ZNA,PUNTA DE TRIPOIDE COMPLETA 4X4,"punta trioide, homocinetica interna"
DONGFENG,ZNA,ZNA,RADIADOR,"radiador de agua, panal"
DONGFENG,ZNA,ZNA,REGULADOR DE GASOLINA,"regurador, regulador de alternador, regulador de voltaje"
DONGFENG,ZNA,ZNA,REJILLA DE AIRE ACONDICIONADO DERECHA,"parrilla, rejilla de aire"
DONGFENG,ZNA,ZNA,REJILLA DE AIRE ACONDICIONADO IZQUIERDA,"parrilla, rejilla de aire"
DONGFENG,ZNA,ZNA,RELE 25630 P2700,"rele electrico, relay"
DONGFENG,ZNA,ZNA,RELE PRINCIPAL AZUL,"rele electrico, relay"
DONGFENG,ZNA,ZNA,RETROVISOR DERECHO,"espejo, espejo lateral"
DONGFENG,ZNA,ZNA,RETROVISOR IZQUIERDO,"espejo, espejo lateral"
DONGFENG,ZNA,ZNA,ROLINERA EXTERNA DELANTERA  4X4 300849,"rodamiento, bearing"
DONGFENG,ZNA,ZNA,ROLINERA INTERNA DELANTERA 4X4 603049,"rodamiento, bearing"
DONGFENG,ZNA,ZNA,ROLINERA EXTERNA DELANTERA 4X2 12649,"rodamiento, bearing"
DONGFENG,ZNA,ZNA,ROLINERA INTERNA DELANTERA 4X2 48548,"rodamiento, bearing"
DONGFENG,ZNA,ZNA,SELLOS DE BUJIAS,"sello de bujias, empaques de bujia"
DONGFENG,ZNA,ZNA,SENSOR DE ARBOL DE LEVA,sensor de arbol de leva
DONGFENG,ZNA,ZNA,SENSOR DE PRESION DE ACEITE,sensor de presion de aceite o aire
DONGFENG,ZNA,ZNA,SENSOR DE RETROCESO ZNA 4X4,"sensor de reversa, sensor de retro"
DONGFENG,ZNA,ZNA,SENSOR DE TEMPERATURA 1 PIN,sensor de temperatura del motor
DONGFENG,ZNA,ZNA,SENSOR DE TEMPERATURA 2 PIN,sensor de temperatura del motor
DONGFENG,ZNA,ZNA,SENSOR MAP,sensor de presion de multiple
DONGFENG,ZNA,ZNA,SENSOR POSICION DE CIGÜEÑAL,sensor de posicion del cigueñal o arbol
DONGFENG,ZNA,ZNA,SELLOS DE ADMISION (4 UND),"sellos de admision, empaques de admision"
DONGFENG,ZNA,ZNA,SENSOR TPS,sensor de posicion del acelerador
DONGFENG,ZNA,ZNA,SESNSOR DE OXGENO,"sensor de oxigeno, sonda lambda"
DONGFENG,ZNA,ZNA,SOPORTE DE BALLESTA,soporte de ballesta
DONGFENG,ZNA,ZNA,SOPORTE DE BARRA DE TORCION DERECHA,soporte de barra estabilizadora
DONGFENG,ZNA,ZNA,SOPORTE DE BARRA DE TORCION IZQUIERDA,soporte de barra estabilizadora
DONGFENG,ZNA,ZNA,STOP DERECHO,"luz trasera, calavera"
DONGFENG,ZNA,ZNA,STOP IZQUIERDO,"luz trasera, calavera"
DONGFENG,ZNA,ZNA,SUICHERA DE ENCENDIDO,"switch de encendido, cerradura de arranque"
DONGFENG,ZNA,ZNA,TAPA ACEITE DE MOTOR,tapa de aceite del motor
DONGFENG,ZNA,ZNA,TAPA DE RADIADOR (ZOTYE),tapa de radiador
DONGFENG,ZNA,ZNA,TAPA VALVULA DE MOTOR,tapa de valvulas del motor
DONGFENG,ZNA,ZNA,TERMOSTATO,"termotasto, termostato de agua"
DONGFENG,ZNA,ZNA,VALVULA IAC (MINIMO),"valvula de aire de ralenti, iac"
DONGFENG,ZNA,ZNA,VARILLA DE MEDIR ACEITE CON TUBO,"varilla de aceite, bayoneta"
DONGFENG,ZNA,ZNA,VALVULA PCV,"valvula pcv, valvula de gases de carter"
DONGFENG,ZNA,ZNA,VALVULAS ADMISION,valvulas de admision del motor
DONGFENG,ZNA,ZNA,VALVULAS ESCAPE,valvulas de escape del motor
DONGFENG,ZNA,,BALLESTAS 4X4 BAJO PEDIDO,"muelles, resortes de ballesta"
DONGFENG,S30,S30,ALTERNADOR,"dinamo, generador"
DONGFENG,S30,S30,AMORTIGUADO DELANTERO DERECHO,"amortiguador, suspension, shock"
DONGFENG,S30,S30,AMORTIGUADOR DELANTERO IZQUIERDO,"suspension, amortiguacion, shock"
DONGFENG,S30,S30,AMORTIGUADOR TRASERO CALIDAD,"suspension, amortiguacion, shock"
DONGFENG,S30,S30,AMORTIGUADOR TRASERO ORIGINAL,"suspension, amortiguacion, shock"
DONGFENG,S30,S30,ANILLOS 0.25/010,"aros de piston, rines de piston, segmentos"
DONGFENG,S30,S30,ANILLOS 0.50/020,"aros de piston, rines de piston, segmentos"
DONGFENG,S30,S30,ANILLOS 0.75/030,"aros de piston, rines de piston, segmentos"
DONGFENG,S30,S30,ANILLOS STD,"aros de piston, rines de piston, segmentos"
DONGFENG,S30,S30,ARBOL DE LEVA ADMISION (TU5JP4INT),"arbol de leva, eje de levas, camshaft"
DONGFENG,S30,S30,ARBOL DE LEVA ESCAPE (TU5JP4EXT),"arbol de leva, eje de levas, camshaft"
DONGFENG,S30,S30,ARBOL DE LEVA ADMISION (1441000) OFERA,"arbol de leva, eje de levas, camshaft"
DONGFENG,S30,S30,ARBOL DE LEVA ESCAPE (1442000) OFERTA,"arbol de leva, eje de levas, camshaft"
DONGFENG,S30,S30,ARRANQUE DE MOTOR ORIGINAL,"motor de arranque, marcha, burro de arranque, swich de arranque"
DONGFENG,S30,S30,ARRANQUE DE MOTOR,"motor de arranque, marcha, burro de arranque, swich de arranque"
DONGFENG,S30,S30,BASE DE AMORTIGUADOR,"copa de amortiguador, soporte de amortiguador"
DONGFENG,S30,S30,BASE DE MOTOR  LH  SINCRONICO,"soporte de motor, cuna de motor, taco de motor"
DONGFENG,S30,S30,BASE DE MOTOR LH AUTOMATICO,"soporte de motor, cuna de motor, taco de motor"
DONGFENG,S30,S30,BASE DE MOTOR RH SINCRONICO (TROMPO),"soporte de motor, cuna de motor, taco de motor"
DONGFENG,S30,S30,BASE DEL TERMOSTATO,"carcasa del termostato, soporte de termostato"
DONGFENG,S30,S30,BASE INFERIOR COMPLETA AUTOMATICA,"soporte inferior de motor, base inferior de motor"
DONGFENG,S30,S30,BASE INFERIOR COMPLETA SINCRONICA,"soporte inferior de motor, base inferior de motor"
DONGFENG,S30,S30,BASE TRASERA DE CAJA SINCRONICO,"soporte trasero de motor, base trasera de motor"
DONGFENG,S30,S30,BASE DE PUENTE TRASERO (4954500),"base de puente trasero, soporte de puente"
DONGFENG,S30,S30,BOBINA DE ENCENDIDO CON CHUPONES,"bobina de encendido, coil"
DONGFENG,S30,S30,BOMBA DE ACEITE DE PLANTA,bomba de aceite del motor
DONGFENG,S30,S30,BOMBA DE AGUA,"bomba de agua, bomba del radiador"
DONGFENG,S30,S30,BOMBA DE DIRECCION,bomba de direccion hidraulica
DONGFENG,S30,S30,BOMBA DE FRENO,"bomba de freno, cilindro maestro de freno"
DONGFENG,S30,S30,BOMBA DE FRENO CON ENVASE,"bomba de freno, cilindro maestro de freno"
DONGFENG,S30,S30,BOMBA DE GASOLINA,"bomba de gasolina, bomba de combustible"
DONGFENG,S30,S30,BOQUILLA DE ENFRIADOR DE PISTON ( ROCIADOR DE ACEITE,"pico, inyector chico"
DONGFENG,S30,S30,BRAZO DE BIELA,"brazo de suspension, brazo axial, biela"
DONGFENG,S30,S30,BRAZO MUTANTE DERECHO COMPLETO,"brazo de suspension, brazo axial, biela"
DONGFENG,S30,S30,BRAZO MUTANTE IZQUIERDO  COMPLETO,"brazo de suspension, brazo axial, biela"
DONGFENG,S30,S30,BUJE BARRA ESTABILIZADORA,"bujes, buches, goma de suspension, silentblock"
DONGFENG,S30,S30,BUJE BASE CENTRAL,"bujes, buches, goma de suspension, silentblock"
DONGFENG,S30,S30,BUJE DE MESETA G,"bujes, buches, goma de suspension, silentblock"
DONGFENG,S30,S30,BUJE MESETA PEQUEÑO,"bujes, buches, goma de suspension, silentblock"
DONGFENG,S30,S30,BUJIAS 4UND,"bujia, candelas, candela"
DONGFENG,S30,S30,CABLE NEGATIVO,"cable negativo de bateria, cable a tierra"
DONGFENG,S30,S30,CADENA BOMBA DE ACEITE,"cadena de tiempo, cadena distribucion"
DONGFENG,S30,S30,CAJETIN DE DIRECCION SIN ACCESORIOS,"caja de direccion, cremallera de direccion"
DONGFENG,S30,S30,CAJETIN DE DIRECCION COMPLETO,"caja de direccion, cremallera de direccion"
DONGFENG,S30,S30,CAMARA COMPLETA,"camara de aire, tripa"
DONGFENG,S30,S30,CAMARA DESNUDA,"camara de aire, tripa"
DONGFENG,S30,S30,CARBONERA DE ALTERNANADOR,"carbon de motor de arranque, escobilla"
DONGFENG,S30,S30,CARCAZA FILTRO DE AIRE DE MOTOR COMPLETA,"carcasa, cubierta"
DONGFENG,S30,S30,CERRADURA DE CAPOT,"chapa, seguro"
DONGFENG,S30,S30,CIGÜEÑAL,"ciguenal, eje cigueñal, crankshaft"
DONGFENG,S30,S30,COLLARIN DE CROCHET,"rodamiento de embrague, collarin de clutch"
DONGFENG,S30,S30,COMPRESOR DE AIRE,"compresor de aire acondicionado, compresor ac"
DONGFENG,S30,S30,COMPUTADORA AUTOMATICO,"computdora, ecu, modulo de control, cerebro del carro"
DONGFENG,S30,S30,COMPUTADORA SINCRONICO,"computdora, ecu, modulo de control, cerebro del carro"
DONGFENG,S30,S30,CONCHAS DE BANCADA 0.30/010,"concha, cojinetes, metales de bancada, metales de biela"
DONGFENG,S30,S30,CONCHAS DE BANCADA 0.50/020,"concha, cojinetes, metales de bancada, metales de biela"
DONGFENG,S30,S30,CONCHAS DE BANCADA STD,"concha, cojinetes, metales de bancada, metales de biela"
DONGFENG,S30,S30,CONCHAS DE BIELA 0.30/010,"concha, cojinetes, metales de bancada, metales de biela"
DONGFENG,S30,S30,CONCHAS DE BIELA 0.50/020,"concha, cojinetes, metales de bancada, metales de biela"
DONGFENG,S30,S30,CONCHAS DE BIELA STD,"concha, cojinetes, metales de bancada, metales de biela"
DONGFENG,S30,S30,CONDENSADOR,"condensador de aire acondicionado, radiador de ac"
DONGFENG,S30,S30,CONDENSADOR DE SEGURIDAD,"condensador de aire acondicionado, radiador de ac"
DONGFENG,S30,S30,COPA CAJA INTERIOR IZQUIERDA SINC,copa de caja de velocidades
DONGFENG,S30,S30,COPA CAJA LARGA INTERNA SINC DERECHA,copa de caja de velocidades
DONGFENG,S30,S30,CORREA DE ALTERNADOR  4PK850,"correo, banda, faja"
DONGFENG,S30,S30,CORREA DE COMPRESOR 5PK1218,"correo, banda, faja"
DONGFENG,S30,S30,CORREO DE TIEMPO ORIGINAL,"correa, banda, faja"
DONGFENG,S30,S30,CORREA DE TIEMPO,"correo, banda, faja"
DONGFENG,S30,S30,CUERPO DE ACELERACION,"cuerpo de aceleracion, guerpo de aceleracion, throttle body"
DONGFENG,S30,S30,DISCO DE CROCHET,disco de freno
DONGFENG,S30,S30,DISCO DE FRENO DELANTERO,disco de freno
DONGFENG,S30,S30,DISCO DE FRENO TRASERO,disco de freno
DONGFENG,S30,S30,EJE DEL TUNEL TRASERO,"eje homocinetico, flecha"
DONGFENG,S30,S30,ELECTROVENTILADOR,"electro, ventilador electrico, abanico electrico"
DONGFENG,S30,S30,EMPACADURA DE CAMARA,"empacadula, junta de motor, empaque"
